Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Ravi Kant,2016,PadmaShri,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Ravi_Kant_(professor),"(1956-09-14)14 September 1956(age 65)
Faizabad,Uttar Pradesh,India",(1956-09-14)14 September 1956(age 65),"Faizabad,Uttar Pradesh,India",,n/a,n/a,Indian,Bina Ravi,,"All India Institute of Medical Sciences, Rishikesh
King George's Medical University
All India Institute of Medical Sciences, Bhopal
Maulana Azad Medical College
Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences","Dr. B. C. Roy Award(2014)[1]
Padma Shri(2016)[2]
Yash Bharti Award(2016)[3]",Pranab Mukherjee,,No,No
Jawahar Lal Kaul,2016,PadmaShri,Jammu & Kashmir,Literature & Education,https://en.wikipedia.org/wiki/Jawahar_Lal_Kaul,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
"Salman Amin ""Sal"" Khan",2016,PadmaShri,– [D],Literature & Education,https://en.wikipedia.org/wiki/Sal_Khan,"Salman Amin Khan
(1976-10-11)October 11, 1976(age 45)
Metairie, Louisiana, U.S.","(1976-10-11)October 11, 1976(age 45)",n/a,,n/a,n/a,,Umaima Marvi (2004–present),,,,Pranab Mukherjee,"Educator,entrepreneur",No,No
Sunitha Krishnan,2016,PadmaShri,Telangana,Social Work,https://en.wikipedia.org/wiki/Sunitha_Krishnan,"1972 (age 48–49)[1]
Bangalore, India",1972 (age 48–49)[1],"Bangalore, India",,n/a,n/a,,,,,,Pranab Mukherjee,"Founder ofPrajwala,Hyderabad",No,No
Venkatesh Kumar,2016,PadmaShri,Karnataka,Arts,https://en.wikipedia.org/wiki/Venkatesh_Kumar,"(1953-07-01)July 1, 1953(age 68)","(1953-07-01)July 1, 1953(age 68)",n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Satish Kumar,2016,PadmaShri,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Satish_Kumar,"(1936-08-09)9 August 1936(age 85)
Sri Dungargarh,Rajputana Agency,British India[1]
(present dayRajasthan,India)",(1936-08-09)9 August 1936(age 85),"Sri Dungargarh,Rajputana Agency,British India[1]
(present dayRajasthan,India)",,n/a,n/a,,,,,"Honorary Doctorate in Education,Plymouth University; Honorary Doctorate in Literature,University of Lancaster; Honorary Doctorate in Law, University of Exeter;Jamnalal Bajaj International Award[2]",Pranab Mukherjee,,No,No
Deepika Kumari,2016,PadmaShri,Jharkhand,Sports,https://en.wikipedia.org/wiki/Deepika_Kumari,"(1994-06-13)13 June 1994(age 27)
Ranchi,Bihar(nowJharkhand),India",(1994-06-13)13 June 1994(age 27),"Ranchi,Bihar(nowJharkhand),India",,n/a,n/a,,Atanu Das[1],,,,Pranab Mukherjee,,No,No
Shiv Narain Kureel,2016,PadmaShri,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Shiv_Narain_Kureel,"(1956-11-02)2 November 1956(age 64)
Uttar Pradesh, India",(1956-11-02)2 November 1956(age 64),"Uttar Pradesh, India",,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Pediatric surgeon
Medical academic",No,No
T. K. Lahiri,2016,PadmaShri,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/T._K._Lahiri,"3 January 1941(1941-01-03)(age80)
Calcutta, West Bengal, India",3 January 1941(1941-01-03)(age80),"Calcutta, West Bengal, India",,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Cardiothoracic surgeon
Medical academic",No,No
Naresh Chander Lal,2016,PadmaShri,Andaman & Nicobar Islands,Arts,https://en.wikipedia.org/wiki/Naresh_Chander_Lal,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Jai Prakash Lekhiwal,2016,PadmaShri,Delhi,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Anil Kumari Malhotra,2016,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Anil_Kumari_Malhotra,India,n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Homoeopathicphysician
Medical academic",No,No
Ashok Malik,2016,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Ashok_Malik,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
M. N. Krishnamani,2016,PadmaShri,Delhi,Public Affairs,https://en.wikipedia.org/wiki/M._N._Krishnamani,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Mahesh Chandra Mehta,2016,PadmaShri,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Mahesh_Chandra_Mehta,,n/a,n/a,,n/a,n/a,Indian,,,,Goldman Environmental Prize(1996)Ramon Magsaysay Award(1997)Padma Shri(2016),Pranab Mukherjee,Public interest attorney,No,No
Sundar Menon,2016,PadmaShri,– [B],Social Work,https://en.wikipedia.org/wiki/Sundar_Menon,"(1962-03-08)8 March 1962(age 59)
Thrissur,Kerala, India",(1962-03-08)8 March 1962(age 59),"Thrissur,Kerala, India",,n/a,n/a,India,Syama Sundar Menon,,,Padma Shri,Pranab Mukherjee,Founder & CEO of Sun Group International,No,No
Bhalchandra Dattatray Mondhe,2016,PadmaShri,Madhya Pradesh,Arts,https://en.wikipedia.org/wiki/Bhalchandra_Dattatray_Mondhe,15 March 1944(1944-03-15)(age77),15 March 1944(1944-03-15)(age77),n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,PainterSculptorWriterPhotographerEnvironmentalist,No,No
Arunachalam Muruganantham,2016,PadmaShri,Tamil Nadu,Social Work,https://en.wikipedia.org/wiki/Arunachalam_Muruganantham,"(1961-10-12)12 October 1961(age 60)
Coimbatore,Tamil Nadu,India",(1961-10-12)12 October 1961(age 60),"Coimbatore,Tamil Nadu,India",,n/a,n/a,Indian,Shanthi,,,Padma Shri,Pranab Mukherjee,Inventor and social entrepreneur,No,No
Haldhar Nag,2016,PadmaShri,Odisha,Literature & Education,https://en.wikipedia.org/wiki/Haldhar_Nag,"(1950-03-31)31 March 1950(age 71)
Ghens,Bargarh,Odisha,India",(1950-03-31)31 March 1950(age 71),"Ghens,Bargarh,Odisha,India",,n/a,n/a,Indian,Malati Nag,,,Padma Shri[1],Pranab Mukherjee,"Poet, Social worker",No,No
Ravindra Nagar,2016,PadmaShri,Delhi,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
H. R. Nagendra,2016,PadmaShri,Karnataka,Others,https://en.wikipedia.org/wiki/H._R._Nagendra,"(1943-01-01)1 January 1943(age 78)
Karnataka, India",(1943-01-01)1 January 1943(age 78),"Karnataka, India",,n/a,n/a,,,,,"Padma Shri
Yoga Shri",Pranab Mukherjee,"Yoga Researcher
Academic
Writer",No,No
P. Gopinathan Nair,2016,PadmaShri,Kerala,Social Work,https://en.wikipedia.org/wiki/P._Gopinathan_Nair,"(1922-07-07)7 July 1922(age 99)
Neyyattinkara,Thiruvananthapuram,Kerala, India",(1922-07-07)7 July 1922(age 99),"Neyyattinkara,Thiruvananthapuram,Kerala, India",,n/a,n/a,,L. Saraswathi Amma,,,"Padma Shri
Jamnalal Bajaj Award
Stallions Social Service Award
SUTIC Honor",Pranab Mukherjee,"Social worker
Gandhian
Indian independence activist",No,No
T. V. Narayana,2016,PadmaShri,Telangana,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Yarlagadda Nayudamma,2016,PadmaShri,Andhra Pradesh,Medicine,https://en.wikipedia.org/wiki/Yarlagadda_Nayudamma,"Yarlagadda Nayudamma
(1947-06-01)1 June 1947
Karamchedu,Madras Presidency,British India
(nowPrakasam District,Andhra Pradesh, Republic of India)",(1947-06-01)1 June 1947,n/a,,n/a,n/a,,Krishna Bharati,,,Padma Shri,Pranab Mukherjee,Paediatric Surgeon,No,No
Ujjwal Nikam,2016,PadmaShri,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Ujjwal_Nikam,"Jalgaon, Maharashtra (India)",n/a,n/a,,n/a,n/a,Indian,Jyoti Nikam,,,Padma Shri(2016)[1],Pranab Mukherjee,Lawyer,No,No
Predrag K. Nikic,2016,PadmaShri,– [N],Others,https://en.wikipedia.org/wiki/Predrag_K._Nikic,Serbia,n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Yoga exponent,No,No
Sudharak Olwe,2016,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Sudharak_Olwe,"(1966-03-19)19 March 1966(age 55)
Maharashtra, India",(1966-03-19)19 March 1966(age 55),"Maharashtra, India",,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,Photojournalist,No,No
Simon Oraon,2016,PadmaShri,Jharkhand,Others,https://en.wikipedia.org/wiki/Simon_Oraon,"Khaksi Toli,Jharkhand, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Prime Minister’s Rural Development Fellow",Pranab Mukherjee,"Environmentalist
Social worker",No,No
Subhash Palekar,2016,PadmaShri,Maharashtra,Others,https://en.wikipedia.org/wiki/Subhash_Palekar,"(1949-02-02)2 February 1949(age 72)
Maharashtra,India",(1949-02-02)2 February 1949(age 72),"Maharashtra,India",,n/a,n/a,Indian,,,,,Pranab Mukherjee,"Agricultural scientist, farmer, author",No,No
Nila Madhab Panda,2016,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Nila_Madhab_Panda,"(1973-10-18)18 October 1973(age 48)
Sonepur,Odisha, India",(1973-10-18)18 October 1973(age 48),"Sonepur,Odisha, India",,n/a,n/a,Indian,Barnali Rath Panda,,,,Pranab Mukherjee,"Film Maker,Director",No,No
Piyush Pandey,2016,PadmaShri,Maharashtra,Others,https://en.wikipedia.org/wiki/Piyush_Pandey,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Pushpesh Pant,2016,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Pushpesh_Pant,"1946 (age 74–75)
Mukteshwar,Uttarakhand",1946 (age 74–75),"Mukteshwar,Uttarakhand",,n/a,n/a,Indian,,,,Padma Shri(2016),Pranab Mukherjee,"academic,food critic,food historian, international relation expert",No,No
Michael Postel,2016,PadmaShri,– [L],Arts,https://en.wikipedia.org/wiki/Michael_Postel,France,n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Pharmacologist
Art collector",No,No
Pratibha Prahlad,2016,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Pratibha_Prahlad,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Imitiaz Qureshi,2016,PadmaShri,Delhi,Others,https://en.wikipedia.org/wiki/Imitiaz_Qureshi,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
S. S. Rajamouli,2016,PadmaShri,Telangana,Arts,https://en.wikipedia.org/wiki/S._S._Rajamouli,"Koduri Srisaila Sri Rajamouli
(1973-10-10)10 October 1973(age 48)
Manvi,Mysore State, India",(1973-10-10)10 October 1973(age 48),n/a,,n/a,n/a,,Rama Rajamouli​(m.2001)​,,,Padma Shri(2016)[2],Pranab Mukherjee,Film directorscreenwriterproducer,No,No
Dilip Shanghvi,2016,PadmaShri,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Dilip_Shanghvi,"(1955-10-01)1 October 1955(age 66)
Amreli,Gujarat, India[1]",(1955-10-01)1 October 1955(age 66),"Amreli,Gujarat, India[1]",,n/a,n/a,,Vibha Shanghvi,,,,Pranab Mukherjee,Founder and MD ofSun Pharmaceuticals,No,No
Gulabo Sapera,2016,PadmaShri,Rajasthan,Arts,https://en.wikipedia.org/wiki/Gulabo_Sapera,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Sabya Sachi Sarkar,2016,PadmaShri,Uttar Pradesh,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Tokheho Sema,2016,PadmaShri,Nagaland,Public Affairs,https://en.wikipedia.org/wiki/Tokheho_Sema,"19 November 1932
Sukhalu village,Nagaland, India",19 November 1932,"Sukhalu village,Nagaland, India","12 January 2017
Guwahati,Assam, India",12 January 2017,"Guwahati,Assam, India",,,,,Padma Shri,Pranab Mukherjee,"Politician
Public servant",No,No
Sudhir V. Shah,2016,PadmaShri,Gujarat,Medicine,https://en.wikipedia.org/wiki/Sudhir_V._Shah,"(1959-08-19)August 19, 1959(age 62)
Gujarat, India","(1959-08-19)August 19, 1959(age 62)","Gujarat, India",,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Neurologist
Medical academic
Writer",No,No
Mahesh Sharma,2016,PadmaShri,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Mahesh_Sharma,"(1959-09-30)30 September 1959(age 62)
Manethi village,Alwar district,Rajasthan,India",(1959-09-30)30 September 1959(age 62),"Manethi village,Alwar district,Rajasthan,India",,n/a,n/a,,Uma Sharma,"University College of Medical Sciences,Delhi University",,,Pranab Mukherjee,,No,No
Dahyabhai Shastri,2016,PadmaShri,Gujarat,Literature & Education,https://en.wikipedia.org/wiki/Dahyabhai_Shastri,"Vasai Dabhla,Mehsana district,Gujarat, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Gujarat State Award",Pranab Mukherjee,"Scholar
Educationist",No,No
Ram Harsh Singh,2016,PadmaShri,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Ram_Harsh_Singh,"(1942-01-10)10 January 1942(age 79)
Kaniyari pur,Mau district,Uttar Pradesh, India",(1942-01-10)10 January 1942(age 79),"Kaniyari pur,Mau district,Uttar Pradesh, India",,n/a,n/a,,,,,"Padma Shri
MCIHari Om Ashram Award
IASTAM Professor C. Dwarkananth Memorial Award
Asian Medicine Jivak Award
Piyus Pani Award
MGIMSLifetime Achievement Award
BHUDistinguished Alumnus Award
Dhanwantri Award
Ayurved Piyushpani Award
Vd. Ram Narayan Sharma National Research Award
Purna Swasthya Award
MHRDGyan Kalyan Trust Award
Captain Sri Niwas Murthy Gold Medal
Sri Ram Narayan Sharma Best Teacher Award",Pranab Mukherjee,Ayurveda practitioner,No,No
Ravindra Kumar Sinha,2016,PadmaShri,Bihar,Others,https://en.wikipedia.org/wiki/Ravindra_Kumar_Sinha_(biologist),"(1954-07-01)1 July 1954(age 67)
Keotar village, Jehanabad dist.Bihar, India",(1954-07-01)1 July 1954(age 67),"Keotar village, Jehanabad dist.Bihar, India",,n/a,n/a,Indian,Uma Sinha,,,"Order of the Golden Ark by His Royal Highness Prince Bernhard of The Netherlands (1999)
Golden Jubilee Award of National Academy of Sciences, India (2000)
Padma Shri by the President of India (2016)
Farsh Se Arsh Tak by Outlook Magazine (2019)",Pranab Mukherjee,"Vice Chancellor, Professor, Researcher and Wildlife Conservationist",No,No
M. V. Padma Srivastava,2016,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/M._V._Padma_Srivastava,"1965
Delhi, India",1965,"Delhi, India",,n/a,n/a,,,,,"Padma Shri
NAMSVimla Virmani Award",Pranab Mukherjee,"Neurologist
Medical academic",No,No
Onkar Nath Srivastava,2016,PadmaShri,Uttar Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Onkar_Nath_Srivastava,"(1942-12-31)31 December 1942(age 78)
Varanasi,Benares State,British Raj
(now inUttar Pradesh, India)",(1942-12-31)31 December 1942(age 78),"Varanasi,Benares State,British Raj
(now inUttar Pradesh, India)","24 April 2021[1]
Varanasi",24 April 2021[1],Varanasi,,Mrs Madhur Srivastava,,,"Padma Shri
Shanti Swarup Bhatnagar Prize
ISCAHomi J. Bhabha Award
Goyal Award
K. S. Rao Memorial Award
MRSI–ICSC Award",Pranab Mukherjee,Material physicist,No,No
Saurabh Srivastava,2016,PadmaShri,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Saurabh_Srivastava_(entrepreneur),"Uttar Pradesh, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
DataquestLifetime Achievement Award
IITKDistinguished Alumnus Award
PM'sIT Industry Award",Pranab Mukherjee,"Entrepreneur
Investment professional",No,No
Sribhas Chandra Supakar,2016,PadmaShri,Uttar Pradesh,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Prakash Chand Surana[ix]#,2016,PadmaShri,Rajasthan,Arts,https://en.wikipedia.org/wiki/Prakash_Chand_Surana,"1939
Jaipur,Rajasthan, India",1939,"Jaipur,Rajasthan, India",,n/a,n/a,,Shobha Devi,,,"Padma Shri
Sawai Bhawani Singh Award
Dagar Gharana Award",Pranab Mukherjee,"Jeweler
Business person
Music connoisseur",No,Yes
Veena Tandon,2016,PadmaShri,Meghalaya,Science & Engineering,https://en.wikipedia.org/wiki/Veena_Tandon,"(1949-09-07)7 September 1949(age 72)
Kashipur,Uttarakhand, India",(1949-09-07)7 September 1949(age 72),"Kashipur,Uttarakhand, India",,n/a,n/a,,Pramod Tandon,,,"Padma Shri
E. K. Janaki Ammal Award
ISPLifetime Achievement Award",Pranab Mukherjee,"Parasitologist
Academic",No,No
Prahlad Chandra Tasa,2016,PadmaShri,Assam,Literature & Education,https://en.wikipedia.org/wiki/Prahlad_Chandra_Tasa,"(1950-10-26)26 October 1950(age 70)
Gachemora,Assam, India",(1950-10-26)26 October 1950(age 70),"Gachemora,Assam, India",,n/a,n/a,,Hema Prabha Gogoi,,,Padma Shri,Pranab Mukherjee,"Writer
educationist",No,No
T. S. Chandrasekar,2016,PadmaShri,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/T._S._Chandrasekar,"(1956-07-14)14 July 1956(age 65)
Madurai,Tamil   Nadu,India",(1956-07-14)14 July 1956(age 65),"Madurai,Tamil   Nadu,India",,n/a,n/a,,,,,"Padma Shri
TNMGRMUBest Doctor Award",Pranab Mukherjee,"Gastroenterologist
Medical administrator",No,No
G. D. Yadav,2016,PadmaShri,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/G._D._Yadav,"Ganapati Dadasaheb Yadav
(1952-09-14)14 September 1952(age 69)
Arjunwada,Radhanagari,Kolhapur district,Maharashtra, India",(1952-09-14)14 September 1952(age 69),n/a,,n/a,n/a,,Vasanti Veeraraghavan Iyer,,,"Padma Shri
VASVIK Industrial Research Award
IIChEChemcon Distinguished Award
IIChEHerdillia Award
Hindustan LeverBiennial Award
IIChEChemical Engineer of the Year Award
IIChEK. Anji Reddy Innovator of the Year Award
Institution of Engineers (India)Eminent Engineer Award
GoMBest Teacher’s Award",Pranab Mukherjee,"Chemical engineer
University Administrator",No,No
Hui Lan Zhang,2016,PadmaShri,– [K],Others,https://en.wikipedia.org/wiki/Hui_Lan_Zhang,China,n/a,n/a,,n/a,n/a,,,,,Padma Shri,Pranab Mukherjee,"Yoga teacher
Media personality
Writer",No,No
Anant Agarwal,2017,PadmaShri,[D],Literature & Education,https://en.wikipedia.org/wiki/Anant_Agarwal,"June 8th, 1959
Mangalore,India","June 8th, 1959","Mangalore,India",,n/a,n/a,,,,,,Pranab Mukherjee,"Professor, researcher",No,No
Eli Ahmed,2017,PadmaShri,Assam,Literature & Education,https://en.wikipedia.org/wiki/Eli_Ahmed,"(1934-03-14)14 March 1934(age 87)
Nazira,Sivasagar district,British India",(1934-03-14)14 March 1934(age 87),"Nazira,Sivasagar district,British India",,n/a,n/a,Indian,,,,Padma Shri(2017),Pranab Mukherjee,"Writer, Lyricist, Columnist, Scriptwriter",No,No
Meenakshi Amma,2017,PadmaShri,Kerala,Others,https://en.wikipedia.org/wiki/Meenakshi_Amma,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Girish Bharadwaj,2017,PadmaShri,Karnataka,Social Work,https://en.wikipedia.org/wiki/Girish_Bharadwaj,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Asoke Kumar Bhattacharyya,2017,PadmaShri,West Bengal,Others,https://en.wikipedia.org/wiki/Asoke_Kumar_Bhattacharyya,"Asoke Kumar Bhattacharyya
(1919-02-01)1 February 1919
Kolkata,West Bengal, India",(1919-02-01)1 February 1919,n/a,"11 June 2016(2016-06-11)(aged 97)
Kolkata,West Bengal, India",11 June 2016(2016-06-11)(aged 97),"Kolkata,West Bengal, India",,Sabita Bhattacharyya[2],,,Padma Shri,Pranab Mukherjee,"Archaeologist,Museologist,Art Historian",No,No
Nivedita Raghunath Bhide,2017,PadmaShri,Tamil Nadu,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Basanti Bisht,2017,PadmaShri,Uttarakhand,Arts,https://en.wikipedia.org/wiki/Basanti_Bisht,1953,1953,n/a,,n/a,n/a,Indian,,,,Padma Shri(2017)Rashtriya Matoshri Devi Ahilya Samman (2016)Teelu Rauteli Nari Shakti Samman,Pranab Mukherjee,,No,No
Mohan Reddy Venkatrama Bodanapu,2017,PadmaShri,Telangana,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Sukri Bommagowda,2017,PadmaShri,Karnataka,Arts,https://en.wikipedia.org/wiki/Sukri_Bommagowda,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Krishna Ram Chaudhary,2017,PadmaShri,Uttar Pradesh,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Tripuraneni Hanuman Chowdary,2017,PadmaShri,Telangana,Civil Service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Michel Danino,2017,PadmaShri,Tamil Nadu,Literature & Education,https://en.wikipedia.org/wiki/Michel_Danino,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Subroto Das,2017,PadmaShri,Gujarat,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Baua Devi,2017,PadmaShri,Bihar,Arts,https://en.wikipedia.org/wiki/Baua_Devi,"Jitwarpur, Bihar",n/a,n/a,,n/a,n/a,,,,,"Padma Shri (2017), National Award (1984)",Pranab Mukherjee,,No,No
Appasaheb Dharmadhikari,2017,PadmaShri,Maharashtra,Social Work,https://en.wikipedia.org/wiki/Appasaheb_Dharmadhikari,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Balbir Dutt,2017,PadmaShri,Jharkhand,Literature & Education,https://en.wikipedia.org/wiki/Balbir_Dutt,"Balbir Dutt
31 May 1935(1935-05-31)(age86)
Rawalpindi,British India",31 May 1935(1935-05-31)(age86),n/a,,n/a,n/a,,Smt Indu Dutt,,,Padma ShriLifetime Achievement Award,Pranab Mukherjee,Journalist,No,No
Bipin Ganatra,2017,PadmaShri,West Bengal,Social Work,https://en.wikipedia.org/wiki/Bipin_Ganatra,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Tilak Gitai,2017,PadmaShri,Rajasthan,Arts,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Madan Madhav Godbole,2017,PadmaShri,Uttar Pradesh,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,Pranab Mukherjee,URL not available,No,No
Jitendra Nath Goswami,2017,PadmaShri,Assam,Science & Engineering,https://en.wikipedia.org/wiki/Jitendra_Nath_Goswami,"(1950-11-18)18 November 1950(age 70)[1]
Jorhat,Assam,India",(1950-11-18)18 November 1950(age 70)[1],"Jorhat,Assam,India",,n/a,n/a,,,,"Physical Research Laboratory
Indian Space Research Organization","NASA's Public Service Group Achievement Award (1986)
Shanti Swarup Bhatnagar Prize(1994)
Kamal Kumari National Award(2003)
Asom Ratna(2015)
Padma Shri(2017)",Pranab Mukherjee,,No,No
