Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Harish Salve,2015,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Harish_Salve,"(1955-06-22)22 June 1955(age 66)
Warud,Sindkheda,Dhule,Maharashtra,India",(1955-06-22)22 June 1955(age 66),"Warud,Sindkheda,Dhule,Maharashtra,India",,n/a,n/a,Indian,"Meenakshi Salve
​​(m.1982;div.2020)​Caroline Brossard
​​(m.2020)​","Nagpur University(BCom,LLB)
Institute of Chartered Accountants of India",,Padma Bhushan,Pranab Mukherjee,,No,No
Ashok Seth,2015,PadmaBushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Ashok_Seth,India,n/a,n/a,,n/a,n/a,,,,,"Padma Bhushan
Order of Isabella the Catholic
Padma Shri
IMADistinguished Service Award
Shresth Shree Award
All India Khatri MahasabhaAwardAndreas GruentzigAward
IBC20th Century Award
NICCSI Professional Excellence Award
Delhi Ratna Award
IMADistinguished Interventional Cardiologist Award
RotaryVocational Excellence Award
IJCP Interventional Cardiologist of the Year
IMANDB Life Time Achievement Award
DMA Medical Teachers' Award
World Heart FederationCitation
DMA Legend in Interventional Cardiology Award
WCCPC2006 Life Time Achievement Award
GSI Lifetime Achievement Award
Cardiological Society of India Citation
IMA-NDB Distinguished Service Award
IMA Doctor’s Day Award
IMA Magnanimous Award
WCCPC Lifetime Achievement Award
WCCPGC-2008 Lifetime Achievement Award
MIDI Management Excellence Award
Sunday Indian and IIPM Mega Excellence Award
WCCPGC-2009 Lifetime Achievement Award
IMA Dr. K. Sharan Cardiology Excellence Award
Mason SonesAward
Atma Jyoti Award
AACIO Special Award
Golden Pioneer of Interventional Cardiology Award
Rotary Lifetime Achievement Award
Vishisht Bihari Samman
Vishisht Chikitsa Ratan
JNMCMost Glorious Alumni
Doc N Doc-Gammex Saviour Award
DMA Centenary Award
Hero Lifetime Achievement Award",Pranab Mukherjee,Cardiologist,No,No
Rajat Sharma,2015,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Rajat_Sharma,"(1957-02-18)18 February 1957(age 64)
Delhi, India[3]",(1957-02-18)18 February 1957(age 64),"Delhi, India[3]",,n/a,n/a,,Ritu Dhawan​(m.1997)​,,,Padma Bhushan(2015),Pranab Mukherjee,"President ofDelhi & District Cricket Association,[4]Journalist",No,No
Satpal Singh,2015,PadmaBushan,Delhi,Sports,https://en.wikipedia.org/wiki/Satpal_Singh,"(1955-05-11)11 May 1955(age 66)[1]
Bawana,Delhi",(1955-05-11)11 May 1955(age 66)[1],"Bawana,Delhi",,n/a,n/a,Indian,,,,,Pranab Mukherjee,,No,No
Shivakumara Swami,2015,PadmaBushan,Karnataka,Others,https://en.wikipedia.org/wiki/Shivakumara_Swami,"Shivanna
(1907-04-01)1 April 1907
Veerapur,Magadi,Kingdom of Mysore[1]",(1907-04-01)1 April 1907,n/a,"(2019-01-21)21 January 2019
(aged 111 years, 295 days)[2]
Tumkur, Karnataka, India",(2019-01-21)21 January 2019,"(aged 111 years, 295 days)[2]
Tumkur, Karnataka, India",,,,,"Padma Bhushan(2015)[2]
Karnataka Ratna(2007)[4]",Pranab Mukherjee,Humanitarianspiritual leadereducatorhead ofSiddaganga Matha,No,No
Khadg Singh Valdiya,2015,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Khadg_Singh_Valdiya,"20 March 1937[1]
Kalaw(Myanmar)[1]",20 March 1937[1],Kalaw(Myanmar)[1],29 September 2020,29 September 2020,n/a,,,,,"Padma Bhushan2015
The G.M Modi Award for Science and Environment 2012
L.N. Kailasam Gold Medal 2009
Padma Shri2007
Hindi Sevi Samman (Atmaram Award) 2007
Prince Mukarram Gold Medal 2000
National Mineral Award of Excellence 1997
D.N. Wadia Medal 1995
National Mineral Award 1993
S.K. Mitra Award 1991
P. Pant National Environment Fellow 1982–84
National Lecturer 1977–78
L. Rama Rao Gold Medal 1977
Shanti Swarup Bhatnagar Prize1976
Chancellor’s Medal at Lucknow University 1954[1]",Pranab Mukherjee,Geologist,No,No
Ravindra Chandra Bhargava,2016,PadmaBushan,Uttar Pradesh,Public Affairs,https://en.wikipedia.org/wiki/Ravindra_Chandra_Bhargava,(1934-07-30)30 July 1934(age 87),(1934-07-30)30 July 1934(age 87),n/a,,n/a,n/a,Indian,,,,,Pranab Mukherjee,"ChairmanofMaruti Suzuki
RetiredIAS officer",No,No
Robert Blackwill,2016,PadmaBushan,—[B],Public Affairs,https://en.wikipedia.org/wiki/Robert_Blackwill,"(1939-08-08)August 8, 1939(age 82)
Kellogg, Idaho, U.S.","(1939-08-08)August 8, 1939(age 82)","Kellogg, Idaho, U.S.",,n/a,n/a,United States,,,,,Pranab Mukherjee,,No,No
Hafeez Contractor,2016,PadmaBushan,Maharashtra,Others,https://en.wikipedia.org/wiki/Hafeez_Contractor,"(1950-06-19)19 June 1950(age 71)
Mumbai,Maharashtra,India",(1950-06-19)19 June 1950(age 71),"Mumbai,Maharashtra,India",,n/a,n/a,Indian,Pearl Contractor​(m.1962)​,,,Padma Bhushan,Pranab Mukherjee,Architect,No,No
Indu Jain,2016,PadmaBushan,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Indu_Jain,"(1936-09-08)8 September 1936
Faizabad,United Provinces,British India",(1936-09-08)8 September 1936,"Faizabad,United Provinces,British India","13 May 2021(2021-05-13)(aged 84)
New Delhi,Delhi, India",13 May 2021(2021-05-13)(aged 84),"New Delhi,Delhi, India",Indian,Ashok Kumar Jain,,,,Pranab Mukherjee,"Chairman and CEO of
Bennett Coleman & Co Ltd.",No,No
Heisnam Kanhailal,2016,PadmaBushan,Manipur,Arts,https://en.wikipedia.org/wiki/Heisnam_Kanhailal,"(1941-01-17)17 January 1941
Manipur,India",(1941-01-17)17 January 1941,"Manipur,India","6 October 2016(2016-10-06)(aged 75)
Imphal, Manipur, India",6 October 2016(2016-10-06)(aged 75),"Imphal, Manipur, India",,Sabitri Heisnam,,,,Pranab Mukherjee,Art theatre,No,No
Anupam Kher,2016,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Anupam_Kher,"(1955-03-07)7 March 1955(age 66)
Shimla,Punjab,India
(present-dayHimachal Pradesh, India)",(1955-03-07)7 March 1955(age 66),"Shimla,Punjab,India
(present-dayHimachal Pradesh, India)",,n/a,n/a,,Kirron Kher​(m.1985)​,"Himachal Pradesh University
Panjab University
National School of Drama
Hindu University of America",,Full list,Pranab Mukherjee,Actorproducerdirectorteacher,No,No
Sania Mirza,2016,PadmaBushan,Telangana,Sports,https://en.wikipedia.org/wiki/Sania_Mirza,"(1986-11-15)15 November 1986(age 34)[1]
Mumbai,Maharashtra, India",(1986-11-15)15 November 1986(age 34)[1],"Mumbai,Maharashtra, India",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Pallonji Mistry,2016,PadmaBushan,—[G],Trade & Industry,https://en.wikipedia.org/wiki/Pallonji_Mistry,1929 (age 91–92),1929 (age 91–92),n/a,,n/a,n/a,Indian,Patsy Perin Dubash,,,,Pranab Mukherjee,Businessman,No,No
Udit Narayan,2016,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Udit_Narayan,"Udit Narayan Jha
(1955-12-01)1 December 1955(age 65)[1]
Baisi,Bihar,India",(1955-12-01)1 December 1955(age 65)[1],n/a,,n/a,n/a,,"Ranjana Narayan Jha
​​(m.1984)​[2]Deepa Narayan Jha
​​(m.1985)​[2]",,,Filmfare Award for Best Male Playback SingerIIFA Award for Best Male Playback SingerLata Mangeshkar AwardNational Film Award for Best Male Playback Singer[4],Pranab Mukherjee,Playback singer,No,No
Saina Nehwal,2016,PadmaBushan,Telangana,Sports,https://en.wikipedia.org/wiki/Saina_Nehwal,"(1990-03-17)17 March 1990(age 31)
Hisar,Haryana, India[1][2]",(1990-03-17)17 March 1990(age 31),"Hisar,Haryana, India[1][2]",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Yarlagadda Lakshmi Prasad,2016,PadmaBushan,Andhra Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Yarlagadda_Lakshmi_Prasad,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Vinod Rai,2016,PadmaBushan,Kerala,Civil Service,https://en.wikipedia.org/wiki/Vinod_Rai,"(1948-05-23)23 May 1948(age 73)
United Provinces,India",(1948-05-23)23 May 1948(age 73),"United Provinces,India",,n/a,n/a,Indian,,"Hindu College, University of Delhi(B.A, M.A),
Harvard University(MPA)",,,Pranab Mukherjee,,No,No
N. S. Ramanuja Tatacharya,2016,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/N._S._Ramanuja_Tatacharya,"Navalpakkam S. Ramanuja Tatacharya
1928
Navalpakkam, North Arcot, Tamil Nadu",1928,n/a,5 June 2017,5 June 2017,n/a,,,,,,Pranab Mukherjee,Sanskrit scholar,No,No
A. V. Rama Rao,2016,PadmaBushan,Andhra Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/A._V._Rama_Rao,"2 April 1935
Guntur,Madras Presidency,British India
(present-dayAndhra Pradesh, India)",2 April 1935,"Guntur,Madras Presidency,British India
(present-dayAndhra Pradesh, India)",,n/a,n/a,,Hymavathy,,,"Padma Bhushan(2016)
Padma Shri(1991)
K.G. Naik Gold Medal
VASVIK Industrial Research Award
Asiatic SocietyMedal
CSIRTechnology Award
TWASTechnology Award
UDCTDistinguished Alumni and Diamond Award
ICTPlatinum Award
CSIRBusiness Prize
Om Prakash Bhasin Award
Chemical Research Society Gold Medal
ISCPresidential Gold Medal
Dr.Yellapragada Subba RaoAward
P. C. RayMedal
Dr. Y. Nayudamma Gold Medal
INSAViswakarma Medal
RanbaxyResearch Foundation Award
FICCIAward",Pranab Mukherjee,Chemist,No,No
D. Nageshwar Reddy,2016,PadmaBushan,Telangana,Medicine,https://en.wikipedia.org/wiki/D._Nageshwar_Reddy,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Dayananda Saraswati[vii]#,2016,PadmaBushan,Uttarakhand,Others,https://en.wikipedia.org/wiki/Dayananda_Saraswati_(Arsha_Vidya),"Natarajan Gopala Iyer
(1930-08-15)15 August 1930
Manjakkudi,Tamil Nadu,India",(1930-08-15)15 August 1930,n/a,"23 September 2015(2015-09-23)(aged 85)
Rishikesh,Uttarakhand,India",23 September 2015(2015-09-23)(aged 85),"Rishikesh,Uttarakhand,India",Indian,,,,,Pranab Mukherjee,,No,Yes
Barjinder Singh Hamdard,2016,PadmaBushan,Punjab,Literature & Education,https://en.wikipedia.org/wiki/Barjinder_Singh_Hamdard,,n/a,n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Ram V. Sutar,2016,PadmaBushan,Uttar Pradesh,Arts,https://en.wikipedia.org/wiki/Ram_V._Sutar,"(1925-02-19)19 February 1925(age 96)
Gondur,Dhule,Maharashtra, India",(1925-02-19)19 February 1925(age 96),"Gondur,Dhule,Maharashtra, India",,n/a,n/a,,,,,"2016Padma Bhushan
1999Padma Shri",Pranab Mukherjee,,No,No
Tejomayananda,2016,PadmaBushan,Maharashtra,Others,https://en.wikipedia.org/wiki/Tejomayananda,"Sudhakar Kaitwade
(1950-06-30)30 June 1950(age 71)
Madhya Pradesh, India",(1950-06-30)30 June 1950(age 71),n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Vishwa Mohan Bhatt,2017,PadmaBushan,Rajasthan,Arts,https://en.wikipedia.org/wiki/Vishwa_Mohan_Bhatt,(1950-07-27)27 July 1950(age 71),(1950-07-27)27 July 1950(age 71),n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Deviprasad Dwivedi,2017,PadmaBushan,Uttar Pradesh,Literature & Education,https://en.wikipedia.org/wiki/Deviprasad_Dwivedi,"20 October 1956(1956-10-20)(age65)
Varanasi, Uttar Pradesh, India",20 October 1956(1956-10-20)(age65),"Varanasi, Uttar Pradesh, India",,n/a,n/a,,,,,Padma BhushanPadma ShriAacharya RatnaChatrapati Sivaji SammanKashi Gaurav AlankarnVed Pandit Puraskar,Pranab Mukherjee,"Scholar, writer",No,No
Ratnasundarsuri,2017,PadmaBushan,Gujarat,Others,https://en.wikipedia.org/wiki/Ratnasundarsuri,"Rajni
(1948-01-05)5 January 1948(age 73)
Depla nearPalitana,Gujarat",(1948-01-05)5 January 1948(age 73),n/a,,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Niranjanananda Saraswati,2017,PadmaBushan,Bihar,Others,https://en.wikipedia.org/wiki/Niranjanananda_Saraswati,"(1960-02-14)14 February 1960(age 61)
Rajnandgaon",(1960-02-14)14 February 1960(age 61),Rajnandgaon,,n/a,n/a,Indian,,,,,Pranab Mukherjee,,No,No
Cho Ramaswamy[viii]#,2017,PadmaBushan,Tamil Nadu,Literature & Education,https://en.wikipedia.org/wiki/Cho_Ramaswamy,"Srinivasa Iyer Ramaswamy
(1934-10-05)5 October 1934
Mylapore,Madras Presidency,British India
(present dayChennai,Tamil Nadu, India)",(1934-10-05)5 October 1934,n/a,"7 December 2016(2016-12-07)(aged 82)
Chennai,Tamil Nadu, India",7 December 2016(2016-12-07)(aged 82),"Chennai,Tamil Nadu, India",Indian,Soundaramba Ramaswamy​​(m.1966;his death2016)​,,,Padma Bhushan(2017),Pranab Mukherjee,ActorPolitical satiristJournalistLawyerEditorDirectorScreen writer,No,Yes
Maha Chakri Sirindhorn,2017,PadmaBushan,—[H],Literature & Education,https://en.wikipedia.org/wiki/Sirindhorn,"(1955-04-02)April 2, 1955(age 66)
Amphorn Sathan Residential Hall
Dusit Palace,Bangkok,Thailand","(1955-04-02)April 2, 1955(age 66)","Amphorn Sathan Residential Hall
Dusit Palace,Bangkok,Thailand",,n/a,n/a,,,,,,Pranab Mukherjee,,No,No
Tehemton Erach Udwadia,2017,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Tehemton_Erach_Udwadia,"(1934-07-15)15 July 1934(age 87)
Mumbai,Maharashtra, India",(1934-07-15)15 July 1934(age 87),"Mumbai,Maharashtra, India",,n/a,n/a,,,,,"Padma Shri
Padma Bhushan
Dr. B. C. Roy Award
SAGES Millennium Award
IAGES Lifetime Achievement Award",Pranab Mukherjee,Gastroenterologist,No,No
Pankaj Advani,2018,PadmaBushan,Karnataka,Sports,https://en.wikipedia.org/wiki/Pankaj_Advani_(billiards_player),"(1985-07-24)24 July 1985(age 36)
Pune,Maharashtra, India",(1985-07-24)24 July 1985(age 36),"Pune,Maharashtra, India",,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Philipose Mar Chrysostom,2018,PadmaBushan,Kerala,Others,https://en.wikipedia.org/wiki/Philipose_Mar_Chrysostom,"(1918-04-27)27 April 1918
Eraviperoor,Thiruvalla,Travancore,British India",(1918-04-27)27 April 1918,"Eraviperoor,Thiruvalla,Travancore,British India","5 May 2021(2021-05-05)(aged 103)
Thiruvalla,Kerala,India",5 May 2021(2021-05-05)(aged 103),"Thiruvalla,Kerala,India",India,,,,,Ram Nath Kovind,,No,No
Mahendra Singh Dhoni,2018,PadmaBushan,Jharkhand,Sports,https://en.wikipedia.org/wiki/MS_Dhoni,"(1981-07-07)7 July 1981(age 40)
Ranchi,Bihar(now inJharkhand), India",(1981-07-07)7 July 1981(age 40),"Ranchi,Bihar(now inJharkhand), India",,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Alexander Kadakin[ix]#,2018,PadmaBushan,—[I],Public Affairs,https://en.wikipedia.org/wiki/Alexander_Kadakin,"(1949-07-22)22 July 1949
Chișinău,Moldavian SSR, Soviet Union",(1949-07-22)22 July 1949,"Chișinău,Moldavian SSR, Soviet Union","26 January 2017(2017-01-26)(aged 67)
New Delhi, India",26 January 2017(2017-01-26)(aged 67),"New Delhi, India",,,Moscow State Institute of International Relations,,,Ram Nath Kovind,,No,Yes
Ramachandran Nagaswamy,2018,PadmaBushan,Tamil Nadu,Others,https://en.wikipedia.org/wiki/R._Nagaswamy,"(1930-08-10)10 August 1930(age 91)
Madras,Madras Presidency,British India",(1930-08-10)10 August 1930(age 91),"Madras,Madras Presidency,British India",,n/a,n/a,,,,,,Ram Nath Kovind,"Art historian,archaeologist",No,No
Ved Prakash Nanda,2018,PadmaBushan,—[B],Literature & Education,https://en.wikipedia.org/wiki/Ved_Prakash_Nanda,,n/a,n/a,,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Laxman Pai,2018,PadmaBushan,Goa,Arts,https://en.wikipedia.org/wiki/Laxman_Pai,"(1926-01-21)21 January 1926
Margao,Goa,Portuguese India",(1926-01-21)21 January 1926,"Margao,Goa,Portuguese India","14 March 2021(2021-03-14)(aged 95)
Dona Paula, Goa",14 March 2021(2021-03-14)(aged 95),"Dona Paula, Goa",,Purnima Pai,,,"Padma Bhushan
Padma Shri
Nehru Award
Goa State Award
National Award
Lalit Kala Akademi Award
Mayo Medal
Gomant Vibhushan",Ram Nath Kovind,Painter,No,No
Arvind Parikh,2018,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Arvind_Parikh,"(1927-10-19)19 October 1927(age 94)
Ahmedabad,India",(1927-10-19)19 October 1927(age 94),"Ahmedabad,India",,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Sharda Sinha,2018,PadmaBushan,Bihar,Arts,https://en.wikipedia.org/wiki/Sharda_Sinha,"1 October 1952
Hulas, Raghopur,Supaul district,Bihar[1]",1 October 1952,"Hulas, Raghopur,Supaul district,Bihar[1]",,n/a,n/a,,Dr. Brajkishore Sinha,,,Padma Bhushan(2018)Padma Shri(2015),Ram Nath Kovind,Singer,No,No
John T. Chambers,2019,PadmaBushan,—[B],Trade & Industry,https://en.wikipedia.org/wiki/John_T._Chambers,"John Thomas Chambers
(1949-08-23)August 23, 1949(age 72)
Cleveland,Ohio, U.S.","(1949-08-23)August 23, 1949(age 72)",n/a,,n/a,n/a,,Elaine Chambers,,,Padma Bhushan2019,Ram Nath Kovind,"Executive Chairman,Cisco Systems",Yes,No
Sukhdev Singh Dhindsa,2019,PadmaBushan,Punjab,Public Affairs,https://en.wikipedia.org/wiki/Sukhdev_Singh_Dhindsa,"(1936-04-09)9 April 1936(age 85)
Sangrur,Punjab,British India",(1936-04-09)9 April 1936(age 85),"Sangrur,Punjab,British India",,n/a,n/a,,Harjit Kaur,,,Padma Bhushan(2019),Ram Nath Kovind,,Yes,No
Pravin Gordhan,2019,PadmaBushan,—[J],Public Affairs,https://en.wikipedia.org/wiki/Pravin_Gordhan,"Pravin Jamnadas Gordhan
(1949-04-12)12 April 1949(age 72)
Durban,South Africa",(1949-04-12)12 April 1949(age 72),n/a,,n/a,n/a,,Vanitha Raju,University of Durban-Westville,,,Ram Nath Kovind,Politiciananti-apartheid activist,Yes,No
Mahashay Dharampal Gulati,2019,PadmaBushan,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Mahashay_Dharampal_Gulati,"(1923-03-27)27 March 1923
Sialkot,Punjab,British India",(1923-03-27)27 March 1923,"Sialkot,Punjab,British India","3 December 2020(2020-12-03)(aged 97)
New Delhi,India",3 December 2020(2020-12-03)(aged 97),"New Delhi,India",,,,,Padma Bhushan(2019),Ram Nath Kovind,Founder and CEO ofMDH,Yes,No
Darshan Lal Jain,2019,PadmaBushan,Haryana,Social Work,https://en.wikipedia.org/wiki/Darshan_Lal_Jain,"(1927-12-12)12 December 1927
Jagadhri,Haryana",(1927-12-12)12 December 1927,"Jagadhri,Haryana",8 February 2021(2021-02-08)(aged 93),8 February 2021(2021-02-08)(aged 93),n/a,Indian,,,,Padma Bhushan,Ram Nath Kovind,Social activist,Yes,No
Ashok Laxmanrao Kukade,2019,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Ashok_Laxmanrao_Kukade,,n/a,n/a,,n/a,n/a,,,,,,Ram Nath Kovind,,Yes,No
Kariya Munda,2019,PadmaBushan,Jharkhand,Public Affairs,https://en.wikipedia.org/wiki/Kariya_Munda,"(1936-04-20)20 April 1936(age 85)
Anigara village,Ranchi district,Bihar Province, (now inJharkhand),British India",(1936-04-20)20 April 1936(age 85),"Anigara village,Ranchi district,Bihar Province, (now inJharkhand),British India",,n/a,n/a,,Sunanda Devi,,,Padma Bhushan2019,Ram Nath Kovind,,Yes,No
Budhaditya Mukherjee,2019,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Budhaditya_Mukherjee,"1955 (age 65–66)
Durg, India",1955 (age 65–66),"Durg, India",,n/a,n/a,,,,,,Ram Nath Kovind,,Yes,No
Mohanlal,2019,PadmaBushan,Kerala,Arts,https://en.wikipedia.org/wiki/Mohanlal,"Mohanlal Viswanathan
(1960-05-21)21 May 1960(age 61)
Elanthoor,Kerala, India",(1960-05-21)21 May 1960(age 61),n/a,,n/a,n/a,,Suchitra Mohanlal​(m.1988)​,,,Seeaccolades,Ram Nath Kovind,Actorproducerplayback singerdistributor,Yes,No
Nambi Narayanan,2019,PadmaBushan,Kerala,Science & Engineering,https://en.wikipedia.org/wiki/Nambi_Narayanan,"(1941-12-12)12 December 1941(age 79)
Nagercoil, Tamil Nadu, India",(1941-12-12)12 December 1941(age 79),"Nagercoil, Tamil Nadu, India",,n/a,n/a,,,,,Padma Bhushan,Ram Nath Kovind,Aerospace engineer,Yes,No
Kuldip Nayar,2019,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Kuldip_Nayar,"(1923-08-14)14 August 1923
Sialkot,Punjab,British India
(nowPunjab,Pakistan)",(1923-08-14)14 August 1923,"Sialkot,Punjab,British India
(nowPunjab,Pakistan)","23 August 2018(2018-08-23)(aged 95)
New Delhi,India",23 August 2018(2018-08-23)(aged 95),"New Delhi,India",Indian,,,,Padma Bhushan2019 (Posthumous),Ram Nath Kovind,Diplomatjournalistauthorparliamentarianactivist,Yes,No
Bachendri Pal,2019,PadmaBushan,Uttarakhand,Sports,https://en.wikipedia.org/wiki/Bachendri_Pal,"(1954-05-24)24 May 1954(age 67)
Nakuri,Uttarkashi district,Uttarakhand, India",(1954-05-24)24 May 1954(age 67),"Nakuri,Uttarkashi district,Uttarakhand, India",,n/a,n/a,Indian,,,,,Ram Nath Kovind,,Yes,No
V. K. Shunglu,2019,PadmaBushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/V._K._Shunglu,,n/a,n/a,,n/a,n/a,,,,,,Ram Nath Kovind,,Yes,No
Hukmdev Narayan Yadav,2019,PadmaBushan,Bihar,Public Affairs,https://en.wikipedia.org/wiki/Hukmdev_Narayan_Yadav,"(1939-11-17)17 November 1939(age 81)
Bijuli,Darbhanga",(1939-11-17)17 November 1939(age 81),"Bijuli,Darbhanga",,n/a,n/a,Indian,Sudesh Yadav[1],Chandradhari Mithila College,,Padma Bhushan,Ram Nath Kovind,Politicianandagriculturist,Yes,No
Sri M,2020,PadmaBushan,Kerala,Others,https://en.wikipedia.org/wiki/Sri_M,,n/a,n/a,,n/a,n/a,,,,,,Ram Nath Kovind,,No,No
Syed Muazzem Ali[i]#,2020,PadmaBushan,—[A],Public Affairs,https://en.wikipedia.org/wiki/Syed_Muazzem_Ali,"(1944-07-18)18 July 1944
Sylhet district,Assam Province,British India",(1944-07-18)18 July 1944,"Sylhet district,Assam Province,British India","30 December 2019(2019-12-30)(aged 75)
Dhaka, Bangladesh",30 December 2019(2019-12-30)(aged 75),"Dhaka, Bangladesh",Bangladeshi,,,,,Ram Nath Kovind,,No,Yes
Muzaffar Hussain Baig,2020,PadmaBushan,Jammu & Kashmir,Public Affairs,https://en.wikipedia.org/wiki/Muzaffar_Hussain_Baig,"(1946-05-08)8 May 1946(age 75)
Wahdina,Jammu and Kashmir, India",(1946-05-08)8 May 1946(age 75),"Wahdina,Jammu and Kashmir, India",,n/a,n/a,,Safina Baig,Harvard University,,Padma Bhushan,Ram Nath Kovind,"Advocate General,Politician",No,No
Ajoy Chakrabarty,2020,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Ajoy_Chakrabarty,"Ajoy Chakrabarty
(1952-12-25)25 December 1952(age 68)
Kolkata,West Bengal,India",(1952-12-25)25 December 1952(age 68),n/a,,n/a,n/a,,,,,,Ram Nath Kovind,Vocalist,No,No
Manoj Das,2020,PadmaBushan,Puducherry,Literature & Education,https://en.wikipedia.org/wiki/Manoj_Das,"(1934-02-27)27 February 1934
Sankhari,Balasore,Odisha,British India",(1934-02-27)27 February 1934,"Sankhari,Balasore,Odisha,British India","27 April 2021(2021-04-27)(aged 87)
Puducherry",27 April 2021(2021-04-27)(aged 87),Puducherry,,Pratijna Devi,,,"Padma Shri
Padma BhusanSahitya Akademi Fellowship
Saraswati Samman",Ram Nath Kovind,"Writer, columnist, editor, professor",No,No
